"CowId","herd","LACT_NO","END_DATE","START_DATE","DAY_305_MILK","LACT_DATE_YLD_MILK","DAY_305_FAT","LACT_DATE_YLD_FAT","DAY_305_PROT","LACT_DATE_YLD_PROT","CUMUL_MILK_VALUE","CUMUL_FEED_COST"
147,3,4,07AUG2017,16APR2017,,3314.31,,106.69,,104.07,1704,888
148,3,1,10JAN2015,04MAY2014,6335,6334.52,204,203.85,193,193.33,4118,1550
150,2,1,18MAY2015,11JUL2014,8174,8300.44,319,325.25,289,294.08,6504,2135
150,2,2,24JUN2016,18JUL2015,8464,9140.61,344,376.16,293,319.23,6712,2307
150,2,3,28JUL2017,12AUG2016,9811,10783.94,419,470.12,355,394.63,8344,
152,3,1,28MAR2015,08JUN2014,5947,5947.22,247,246.82,208,208.14,4799,1807
152,3,2,09AUG2016,25MAY2015,8406,10609.12,348,453.19,278,360.76,7857,2687
152,3,3,27SEP2017,25SEP2016,8965,9815.59,378,419.68,303,336.62,7076,2838
153,3,1,28DEC2014,29JAN2014,6939,7466.70,336,368.37,228,247.66,6424,
153,3,2,04MAY2016,09FEB2015,8488,10946.23,423,562.17,284,384.32,9210,2708
154,3,1,27JUN2015,03FEB2014,7938,11876.01,342,530.49,271,417.10,9738,3373
154,3,2,14DEC2016,04NOV2015,6006,7456.65,280,354.99,196,256.77,5836,2336
155,3,1,25MAR2015,11JUN2014,7175,7174.74,304,304.21,239,238.78,5480,2062
155,3,2,17SEP2016,06JUL2015,9571,12250.10,394,536.75,307,409.03,9223,2960
155,3,3,15FEB2017,22NOV2016,,3005.31,,147.86,,85.03,2424,761
156,3,1,26AUG2015,03MAR2015,,3358.24,,127.48,,111.65,2308,1076
157,2,1,03APR2015,24APR2014,7776,8635.78,229,260.31,235,263.88,5405,2393
157,2,2,31MAR2016,24JUN2015,8857,8856.86,287,287.43,262,261.64,5082,1974
157,2,3,11MAY2017,15JUN2016,11149,11614.95,401,420.52,338,354.55,7031,
159,2,1,25APR2015,22APR2015,,,,,,,,26
160,2,1,20NOV2014,15AUG2014,,,,,,,642,630
163,3,1,23JUN2015,10MAY2014,8617,10648.95,302,377.39,286,361.02,7372,2417
163,3,2,20JUL2016,27JUL2015,8615,9447.69,322,356.22,289,324.57,6696,2347
163,3,3,16OCT2017,08SEP2016,8925,10261.76,333,388.12,298,353.83,7111,2917
164,3,1,11NOV2014,09MAY2014,,5016.56,,159.02,,156.00,3197,1313
166,2,1,30AUG2014,04AUG2014,,,,,,,0,174
167,2,1,14SEP2015,29JUN2014,7618,11180.04,283,416.94,241,362.28,7998,2849
168,2,1,16MAR2015,31JUL2014,,4843.58,,141.94,,159.86,3057,1473
169,2,1,20NOV2015,01JUL2014,9190,13585.45,291,442.79,298,466.13,8867,
169,2,2,24NOV2017,29DEC2015,9645,17748.89,352,652.04,307,626.79,12268,
170,2,1,12SEP2015,13JUN2014,9016,12658.53,297,433.70,274,404.14,8510,2977
170,2,2,11OCT2016,02OCT2015,7304,8446.71,271,316.88,238,283.33,5700,
170,2,3,31DEC2017,22JAN2017,11737,12554.55,402,437.79,347,382.72,6969,
171,3,1,07MAY2015,12JUL2014,10381,10381.26,401,401.05,311,310.50,7372,2258
171,3,2,17MAY2016,16JUN2015,10523,11379.45,409,444.33,325,353.65,7733,2488
171,3,3,29MAY2017,21JUN2016,11007,11829.23,414,453.82,353,382.98,8255,2805
174,3,1,25MAR2015,09JUL2014,6893,6892.87,295,294.68,229,228.90,5372,2002
174,3,2,14JUN2016,17JUL2015,8946,9502.57,405,433.44,306,328.66,7369,2226
174,3,3,14DEC2016,15JUN2016,,3523.17,,175.79,,136.98,3042,1250
176,2,1,16MAR2015,02MAR2015,,,,,,,,96
178,2,1,25AUG2015,06MAY2014,8127,11576.96,300,453.56,255,385.35,8545,3285
179,2,1,01AUG2015,13AUG2014,7412,8238.28,292,331.67,252,287.40,6305,2399
179,2,2,09AUG2016,29SEP2015,8402,8587.10,339,348.35,288,295.42,6331,2113
179,2,3,05OCT2017,18SEP2016,6656,7550.09,265,300.04,239,275.36,5524,
180,2,1,02NOV2015,07JAN2015,6122,6121.62,256,255.54,192,192.13,4412,
181,2,1,01JUN2015,02AUG2014,6378,6378.23,222,222.49,212,211.80,4584,2104
181,2,2,12SEP2016,10AUG2015,9065,10683.66,284,348.95,268,332.74,6225,
182,3,1,13JUL2015,25JUL2014,8354,9430.69,284,328.79,266,302.55,6665,1992
184,3,2,08JAN2017,30MAR2016,8504,8503.91,342,342.49,280,280.03,6088,2207
185,3,1,07MAR2016,18DEC2014,9200,12053.78,361,495.20,290,398.50,8827,2915
185,3,2,16MAY2017,05MAY2016,11010,12408.28,455,526.54,358,417.10,9276,3052
185,3,3,10AUG2017,02JUL2017,,,,,,,0,322
186,3,1,28JUL2015,07AUG2014,7799,8884.68,265,311.89,255,294.72,6190,2379
186,3,2,01OCT2016,03SEP2015,8319,10339.51,344,436.03,271,345.27,7680,2471
187,3,2,12MAR2017,08FEB2016,10493,12588.78,423,523.74,364,451.07,9227,2998
188,2,1,20JUN2016,06APR2015,6728,9128.84,276,382.57,197,277.10,6449,
188,2,2,28NOV2017,16OCT2016,9945,11686.49,346,414.17,287,351.37,7853,
191,2,2,19SEP2017,20JUN2016,9103,12464.54,347,513.54,295,427.10,8602,
192,1,1,30NOV2014,16FEB2014,7022,7021.77,305,304.68,236,235.84,5706,
192,1,3,07SEP2016,18FEB2016,,4676.39,,178.05,,153.31,3151,1247
194,3,1,16AUG2016,07MAR2015,9914,15604.05,406,674.02,327,539.34,11743,3535
194,3,2,27SEP2017,24SEP2016,10951,12350.47,449,518.75,364,419.81,9103,3103
195,2,1,21JUN2015,02AUG2014,9036,9559.06,315,333.23,281,298.33,6531,2203
195,2,2,29MAY2016,17AUG2015,11666,11665.96,375,375.12,335,334.86,6977,1964
196,2,1,16FEB2016,03MAR2015,7071,7918.15,339,387.19,234,268.02,6418,2547
196,2,2,28APR2017,30JUN2016,8670,8669.57,341,341.30,290,290.39,5967,
197,2,1,18JUN2015,30JUL2014,7462,7725.73,308,320.34,250,260.27,5955,2191
197,2,2,02AUG2016,09AUG2015,7802,8894.01,321,373.27,261,300.88,6216,
197,2,3,28NOV2017,23NOV2016,9471,10202.33,389,415.41,283,315.31,7888,
198,2,1,30AUG2014,22AUG2014,,,,,,,,58
199,2,1,25APR2016,19APR2015,7587,9049.94,324,395.89,240,289.28,6344,2514
199,2,2,25OCT2017,19JUN2016,9551,13098.14,354,520.58,303,437.07,9194,
200,2,1,25JAN2017,04AUG2015,10079,16057.79,386,621.39,317,548.84,10929,
202,3,1,06FEB2016,19SEP2014,9676,14089.81,323,539.77,294,454.69,9909,3185
202,3,2,18FEB2017,22MAR2016,10538,11172.45,405,437.58,336,360.86,7829,2657
203,3,1,30NOV2015,20DEC2014,8339,9026.04,388,424.96,264,290.61,7531,
203,3,2,26OCT2016,08JAN2016,8854,8853.56,400,399.91,299,299.22,6229,2196
203,3,3,10OCT2017,13DEC2016,8318,8318.17,381,381.28,282,282.03,6482,2370
204,3,1,17SEP2015,14OCT2014,10282,10966.62,406,438.42,338,364.90,8176,2503
204,3,2,03JAN2016,29OCT2015,,2236.00,,93.25,,69.05,1642,516
205,3,1,15JUL2015,20SEP2014,8870,8869.92,324,324.33,308,308.17,6440,2036
205,3,2,31MAY2016,22AUG2015,8126,8125.73,322,321.80,278,278.36,5820,2047
205,3,3,15JUN2017,08JUL2016,8664,9163.59,357,377.78,293,313.79,6776,2906
206,3,1,04AUG2014,13JUL2014,,,,,,,,184
207,3,1,03AUG2015,28OCT2014,8073,8072.69,387,387.31,277,277.20,6747,2082
207,3,2,14SEP2016,21SEP2015,8779,9502.44,416,457.37,318,352.14,7882,2590
207,3,3,02AUG2017,23OCT2016,8112,8112.37,369,369.00,275,274.95,6275,2404
208,2,2,12AUG2017,17MAR2016,9881,14591.72,326,519.70,312,486.55,9706,
209,2,1,05NOV2015,27DEC2014,7409,7583.77,302,309.43,226,232.39,5400,2076
209,2,2,10NOV2016,04DEC2015,6875,7525.24,308,338.04,228,253.91,5748,
209,2,3,17NOV2017,23DEC2016,6974,7232.57,294,302.56,214,223.28,5218,
210,2,1,25NOV2015,28NOV2014,7828,9051.14,347,406.71,271,321.68,7189,2334
211,3,1,26MAY2015,14SEP2014,8036,8035.55,301,301.48,255,255.33,5671,2048
211,3,2,25JUL2016,04OCT2015,7453,7453.33,333,333.39,266,266.48,5789,2034
211,3,3,21JUN2017,08SEP2016,6848,6847.74,257,257.42,239,238.86,4679,2060
212,3,3,07JUL2017,24SEP2016,8289,8288.83,337,337.26,262,261.86,5659,
213,2,1,10OCT2016,01JUL2015,7929,10295.02,295,394.29,262,353.74,7149,
215,2,1,01JUL2016,14FEB2015,7852,11297.07,295,445.50,228,335.59,7659,
216,2,1,07DEC2014,01DEC2014,,,,,,,,45
217,2,1,06JUN2016,14MAR2015,8829,11302.31,357,466.05,289,376.74,8424,
217,2,2,07SEP2017,08OCT2016,9641,10066.62,369,388.61,313,330.64,6984,
218,3,3,11MAY2017,07JUL2016,11762,11826.93,431,433.81,373,375.34,8056,2529
219,3,1,03NOV2015,07JAN2015,8774,8774.21,384,384.49,309,309.43,6824,
219,3,2,01DEC2016,24DEC2015,8256,8891.14,367,400.16,302,328.01,7089,
219,3,3,03MAY2017,10JAN2017,,3960.40,,179.81,,136.39,3025,945
220,3,1,11NOV2015,17SEP2014,9270,11986.88,324,432.72,300,398.42,8318,
220,3,2,29OCT2016,18DEC2015,10383,10654.63,388,398.71,336,345.65,7306,2375
221,3,1,24OCT2015,05JAN2015,8028,8028.10,341,341.31,265,264.81,5969,1807
221,3,2,09SEP2016,26OCT2015,7273,7518.75,345,357.20,263,272.01,6221,2076
221,3,3,16AUG2017,23OCT2016,9200,9199.71,406,406.45,310,310.17,6980,2549
223,2,1,16NOV2016,11NOV2015,7536,8662.70,298,339.49,233,278.06,5586,
223,2,2,18DEC2017,18JAN2017,9586,9975.35,314,330.82,305,323.56,6220,
224,2,1,14JAN2016,18FEB2015,8834,9566.75,338,371.24,291,318.87,6471,2498
224,2,2,29JUN2017,01JUL2016,8473,9610.84,315,364.26,300,347.78,6646,
225,3,2,18NOV2016,17JAN2016,8734,8762.31,359,359.77,295,296.19,6354,
225,3,3,16OCT2017,13DEC2016,9628,9669.81,399,401.16,308,309.23,6610,2453
225,3,4,22NOV2017,19NOV2017,,,,,,,,34
226,3,1,05DEC2015,23OCT2015,,960.50,,55.52,,26.58,836,314
227,3,1,08FEB2016,17DEC2014,8564,11001.85,319,430.20,265,349.14,7823,2505
227,3,2,11MAY2016,13FEB2016,,1966.82,,88.70,,75.34,1249,648
229,2,1,15JUL2016,26JUL2015,7167,7977.39,323,361.40,229,260.12,6096,
231,2,1,16JAN2017,26DEC2015,6832,8636.79,290,372.09,205,276.45,6420,
232,2,1,15JUN2016,21APR2015,8385,10197.92,280,350.56,261,323.45,6509,
234,3,1,12SEP2015,20NOV2014,8887,8887.39,347,346.82,277,277.13,6399,2046
235,3,1,12SEP2015,13NOV2014,8891,8890.65,313,312.57,272,272.28,6062,2118
235,3,2,26OCT2016,09NOV2015,9768,10922.48,339,382.73,308,347.35,6533,2317
236,3,1,11NOV2015,26OCT2014,9082,11043.64,348,438.10,276,344.97,7806,
236,3,2,29OCT2016,27DEC2015,9217,9267.36,411,413.99,293,295.09,6983,2160
236,3,3,22NOV2017,06DEC2016,10098,11189.52,458,514.93,332,371.75,8584,2716
238,3,3,10DEC2017,26NOV2016,9637,11370.65,419,494.44,320,385.16,8602,2636
239,2,1,17JUN2017,06JAN2016,9068,14252.31,363,573.50,284,462.44,9729,
240,2,1,14JAN2016,02JAN2015,8116,9667.79,340,422.71,282,342.02,7346,2788
240,2,2,30JUL2017,25JUN2016,9768,11777.15,406,515.84,345,422.92,8307,
241,2,1,15JUL2016,16MAR2015,8196,11263.35,335,494.61,265,382.67,9027,3228
241,2,2,17JUN2017,28AUG2016,8049,8049.05,302,301.89,275,275.42,5582,
242,3,1,28APR2016,08JAN2015,8272,11782.18,293,447.65,259,378.68,8119,2775
242,3,2,24MAR2017,01JUN2016,8367,8367.33,316,315.59,259,259.31,5729,2170
243,3,1,18AUG2015,06JUL2015,,1021.43,,45.00,,29.97,691,326
244,3,1,10MAY2015,15APR2015,,,,,,,,197
245,3,1,07APR2015,21DEC2014,,2450.85,,89.46,,78.28,1723,639
246,3,1,08JAN2016,04MAR2015,8827,8968.19,364,370.08,289,293.85,6387,1990
247,3,1,07MAY2016,15JUN2015,7903,8285.89,333,352.16,270,285.11,6128,2069
247,3,2,28MAR2017,04JUN2016,8815,8815.35,344,343.94,295,295.25,6364,0
248,3,1,10OCT2016,18DEC2014,8997,15920.77,358,658.89,282,528.49,11788,3689
251,3,1,09JUL2016,10JUN2015,9126,11047.21,438,544.52,313,387.21,9018,2651
251,3,2,14AUG2017,24JUL2016,6883,8400.91,353,430.71,276,334.10,7446,2596
252,3,1,09NOV2015,13APR2015,,6121.44,,224.51,,205.35,4167,1367
253,2,1,20JUN2016,05JUL2015,7763,8542.59,314,349.79,232,258.21,5928,2442
253,2,2,24JUL2017,12SEP2016,9045,9194.94,352,359.48,279,284.68,6262,
254,2,1,12DEC2016,11JAN2016,9623,10526.29,333,369.23,298,332.60,6800,
256,2,1,12AUG2016,04JUL2015,8183,10550.89,250,324.91,234,307.05,6107,
256,2,2,20AUG2017,02OCT2016,10582,10899.60,316,327.07,293,302.65,6153,
257,2,1,11NOV2016,01OCT2015,7062,8839.69,299,378.03,223,290.53,6538,
258,2,1,16JUL2016,03AUG2015,5414,5852.28,254,280.22,175,189.59,5272,
258,2,2,07SEP2017,08NOV2016,7035,7035.22,319,318.71,226,226.02,5280,
262,3,1,20MAY2015,12APR2015,,,,,,,0,294
263,3,1,07MAR2016,06MAR2015,7375,8722.75,332,392.05,257,306.59,6815,2271
263,3,2,11JAN2017,10APR2016,8510,8509.71,372,371.77,296,296.27,5370,2278
263,3,3,05DEC2017,06MAR2017,8920,8920.26,379,378.77,304,303.66,6239,2321
266,2,1,01MAR2016,16JAN2016,,,,,,,288,296
268,2,1,23MAY2017,12AUG2016,5585,5584.63,231,231.25,188,187.64,3857,
269,2,1,10MAR2017,14JAN2016,8065,10427.11,299,399.66,247,341.71,7074,
270,2,1,24APR2016,30APR2015,7654,8831.50,318,368.65,238,276.04,6203,2431
270,2,2,19NOV2017,16JUN2016,10129,14481.11,383,569.75,320,477.53,10515,
271,3,1,17APR2016,10MAR2015,6869,8813.63,267,353.72,229,298.68,6404,2393
271,3,2,30AUG2016,28MAY2016,,2907.33,,97.06,,87.94,1831,732
273,3,1,28APR2016,12MAR2015,8143,10096.30,362,476.56,283,362.50,8177,2644
273,3,2,01MAY2017,31MAY2016,7230,7603.20,359,381.17,256,273.77,6368,2311
275,3,2,10JUL2017,15MAY2017,,1178.80,,57.65,,32.29,886,494
276,3,1,08MAR2017,06DEC2015,8019,11300.66,350,511.03,267,392.72,8673,3835
277,2,1,24NOV2016,04OCT2015,6977,9546.55,308,414.00,206,301.93,7057,
277,2,2,20DEC2017,26JAN2017,6993,7438.14,264,283.91,218,236.10,4913,
278,2,1,08NOV2016,30SEP2015,9561,11723.41,404,501.14,297,380.22,8682,
278,2,2,10APR2017,24DEC2016,,4941.60,,191.31,,141.49,3390,
279,3,1,26OCT2016,13DEC2015,8843,9241.28,392,409.42,311,326.93,7196,2349
279,3,2,27SEP2017,05DEC2016,9100,9099.90,367,366.59,328,328.49,6645,2320
281,3,1,10NOV2015,06SEP2015,,1358.27,,73.18,,43.42,1162,461
282,3,1,12MAR2016,11MAR2015,8379,9498.41,241,289.60,257,297.75,5746,2401
282,3,2,05OCT2016,10MAY2016,,5369.67,,194.90,,155.99,3490,1073
285,3,1,14AUG2016,24OCT2015,4741,4741.34,195,194.63,158,157.88,3413,1408
286,2,1,15MAR2017,23APR2016,7449,7784.67,309,326.78,246,259.33,5688,
288,2,1,29SEP2016,03AUG2015,6909,9454.53,289,396.16,230,321.13,6984,
288,2,2,14DEC2017,16JAN2017,8593,8963.77,347,361.78,274,288.68,6090,
292,3,1,02MAY2015,15APR2015,,,,,,,,136
296,3,1,27MAY2016,19JUN2015,7067,7749.96,318,357.15,251,276.21,6154,2037
296,3,2,01APR2017,07JUN2016,5752,5752.19,292,291.86,230,230.03,5116,2140
297,3,1,19APR2017,25JUN2015,8568,17208.90,334,688.43,270,573.24,12357,4040
298,3,1,06OCT2016,02JUL2015,7189,10047.13,255,368.21,233,332.44,7219,2517
299,3,1,05MAR2017,17FEB2016,6809,8141.87,322,388.81,241,297.61,6694,2396
303,2,1,03SEP2016,29AUG2016,,,,,,,,
306,3,1,20DEC2014,29DEC2013,8782,9893.81,312,352.87,271,309.88,7075,
306,3,2,09MAR2016,25JAN2015,9325,11387.99,336,420.60,289,371.68,7850,2713
306,3,3,04APR2017,18MAY2016,10401,10854.44,382,398.77,329,345.59,6689,2494
307,3,1,18JUN2016,27JUN2015,8485,9436.82,323,365.98,276,310.76,6552,2271
307,3,2,09MAY2017,25JUL2016,8332,8331.83,309,308.96,272,271.97,5674,2233
308,3,1,28SEP2015,24AUG2015,,,,,,,0,259
311,2,1,30MAR2017,02DEC2015,8133,11174.37,388,548.55,271,399.82,9282,
312,2,1,26JAN2017,18FEB2016,8227,9111.03,307,341.07,264,297.05,5734,
312,2,2,23JUL2017,27MAR2017,,3897.36,,135.39,,117.06,2401,
314,2,1,06JUL2016,02SEP2015,7576,7623.73,307,309.17,237,239.08,5205,
314,2,2,10OCT2017,29SEP2016,10252,11651.40,389,446.25,318,366.71,7385,
316,3,1,18JUN2016,29JUL2015,6563,6995.47,279,299.04,210,224.92,5114,1789
316,3,2,01MAY2017,26JUL2016,6384,6383.91,280,280.38,219,219.33,4931,2058
316,3,3,01SEP2017,27JUN2017,,1022.65,,39.89,,29.87,673,548
317,3,1,09JUL2016,30JUL2015,6118,6743.30,286,317.47,216,240.30,5586,2027
317,3,2,01MAY2017,17AUG2016,4442,4441.64,204,204.13,152,151.81,3488,2089
319,3,1,15MAY2016,18JUL2015,7461,7460.87,310,310.11,247,246.94,5494,1832
322,3,1,09SEP2016,31OCT2015,7483,7688.33,355,363.65,262,270.07,6142,2081
322,3,2,27JUL2017,14OCT2016,6890,6890.39,309,308.71,250,249.97,5197,2243
326,2,1,24APR2017,23FEB2016,7968,10877.29,283,393.21,263,367.96,7439,
327,2,1,17FEB2017,09JAN2016,6786,8548.97,296,372.86,193,251.98,6267,
328,3,1,16AUG2016,07SEP2015,7884,8602.64,286,316.94,233,256.81,5673,2045
328,3,2,11AUG2017,20SEP2016,8004,8245.65,298,308.84,243,250.84,5509,2291
331,3,1,07JAN2017,25OCT2015,7745,10329.32,325,441.27,260,361.93,7887,2778
331,3,2,16DEC2017,17MAR2017,8170,8169.85,330,330.44,291,291.17,6031,2277
332,2,1,21APR2017,16APR2017,,,,,,,,
335,2,1,01OCT2017,08SEP2016,7361,8595.91,324,383.97,240,284.74,6332,
336,1,1,23NOV2016,11OCT2015,8848,11229.93,363,466.36,264,347.15,7991,
336,1,2,20DEC2017,03JAN2017,10769,11425.84,406,438.34,322,346.83,7727,2644
337,3,2,28OCT2017,30AUG2016,8798,11114.85,374,490.29,313,409.46,8794,3246
338,3,1,09SEP2016,30OCT2015,9726,10049.85,334,346.69,318,328.34,6489,2137
338,3,2,08OCT2017,19SEP2016,9477,11179.17,346,417.14,344,412.18,7622,2924
339,3,1,04APR2016,21JUL2015,5883,5882.72,256,255.60,210,209.92,4505,1436
340,3,1,20JUL2016,03OCT2015,6094,6093.64,272,272.39,189,188.80,4540,1655
340,3,2,23NOV2016,01SEP2016,,2105.01,,82.01,,69.72,1255,648
341,3,1,02JUN2016,30JUL2015,6606,6659.02,286,288.65,226,227.93,4956,1720
341,3,2,15FEB2017,28JUN2016,,3976.80,,166.84,,145.22,3129,1549
343,3,1,05AUG2016,14SEP2015,7414,7945.83,366,392.30,249,268.19,6562,1957
344,3,1,31MAY2016,12APR2016,,1302.85,,54.78,,38.98,927,370
345,3,1,10JAN2017,26MAR2016,8298,8298.45,326,325.56,276,275.95,5951,2094
345,3,2,22OCT2017,05MAR2017,7738,7738.41,281,281.40,254,254.44,5097,
347,3,1,13NOV2017,04MAY2016,9282,15775.14,374,681.54,313,556.00,11987,4019
348,3,1,01OCT2016,17OCT2015,8083,9246.01,313,355.18,248,285.19,6358,2254
348,3,2,01SEP2017,08NOV2016,8436,8436.11,313,313.31,265,265.43,5605,2254
350,3,1,24MAR2017,04JUN2016,7695,7695.02,326,325.97,277,276.54,5945,2189
352,2,1,12JUN2017,26APR2016,7789,9748.34,281,372.92,230,299.79,6643,
355,2,1,26MAY2017,27MAY2016,8642,9660.91,323,370.44,283,322.01,6490,
359,3,1,07SEP2016,26AUG2016,,,,,,,,108
361,3,1,09DEC2016,18FEB2016,6816,6815.81,291,291.20,220,220.41,5011,
361,3,2,08FEB2017,13DEC2016,,1051.46,,43.07,,37.13,804,529
362,3,1,05JAN2017,18MAR2016,7106,7106.29,343,342.58,239,238.90,5457,2012
362,3,2,06DEC2017,04MAR2017,7366,7366.15,311,311.17,245,244.60,5330,2075
363,3,1,13FEB2016,12FEB2016,,,,,,,,16
366,3,1,02MAY2016,01FEB2016,,1952.05,,70.60,,70.17,1345,624
367,3,1,17JAN2017,14JAN2017,,,,,,,,38
370,2,1,11DEC2017,02JAN2017,6884,7577.84,331,366.84,232,261.03,6169,
373,2,1,30JUL2017,03JUN2016,7423,9332.80,289,384.37,244,312.22,6720,
374,2,1,28NOV2016,18OCT2016,,617.91,,25.45,,17.43,436,
378,3,1,20MAR2017,28MAY2016,7244,7244.19,282,282.36,227,226.98,5064,1858
379,3,1,16MAY2017,18FEB2016,8356,11420.36,307,436.16,288,411.27,8225,3117
380,3,1,28OCT2017,14JAN2017,7928,7928.39,377,376.74,304,303.97,6483,2335
381,3,1,01OCT2017,13AUG2016,8198,10933.78,310,413.54,267,371.94,7600,2913
381,3,2,06DEC2017,24NOV2017,,,,,,,,112
383,3,1,06FEB2017,23APR2016,6810,6810.02,251,251.27,221,220.77,4669,1800
384,3,1,06FEB2017,01MAY2016,8531,8530.97,378,378.16,291,290.77,6595,2282
386,2,1,20APR2017,20MAY2016,8860,9694.65,362,397.90,276,306.06,6911,
387,3,1,22NOV2017,06FEB2017,7852,7852.25,362,362.17,265,265.05,6081,2266
392,3,1,13FEB2017,28APR2016,8415,8414.57,303,303.18,255,255.06,5274,
394,3,1,09JUN2017,29MAR2017,,1477.29,,66.42,,49.38,1094,587
395,3,1,10NOV2016,21SEP2016,,1442.73,,57.07,,45.30,1033,407
397,3,1,18JUL2017,19AUG2016,9623,10241.82,399,430.77,304,326.69,7459,2686
402,2,1,19SEP2017,06DEC2016,6564,6564.02,249,248.96,195,195.45,4299,
405,3,1,09MAY2017,19JUL2016,9854,9854.18,362,362.41,289,289.29,6416,2227
405,3,2,01OCT2017,28JUN2017,,3305.29,,115.90,,103.67,2119,750
407,2,1,27DEC2017,14MAR2017,7549,7549.02,297,296.62,217,217.23,5230,
409,3,1,15JUN2017,22AUG2016,8630,8630.27,326,326.46,271,270.97,5914,2283
411,3,1,12MAR2017,07MAY2016,9421,9537.89,348,353.64,304,307.48,6577,2287
412,3,1,28OCT2017,20OCT2016,8735,10616.05,357,430.92,309,382.15,7729,2777
413,3,1,22NOV2017,08FEB2017,10096,10095.87,371,371.20,324,324.37,6753,2404
417,3,1,17FEB2017,05FEB2017,,,,,,,0,109
425,3,1,15MAY2017,18JUL2016,7799,7799.42,299,298.53,273,273.35,5664,2306
426,3,1,10JUL2017,24FEB2017,,3301.29,,138.89,,105.03,2298,1051
431,3,1,28APR2017,17FEB2017,,968.98,,58.32,,24.28,880,537
434,2,1,07SEP2017,30SEP2016,5073,5478.69,185,200.01,184,200.13,3807,
436,2,1,28JUN2017,20JUN2017,,,,,,,,
437,1,1,14JUL2017,14SEP2016,7317,7316.69,321,320.79,247,247.38,5540,2081
443,3,1,28SEP2017,02SEP2017,,601.51,,36.63,,21.28,565,208
462,3,1,01SEP2017,25MAY2017,,2252.52,,90.40,,76.08,1618,753
523,3,3,15MAY2017,23JUN2016,11981,12497.14,418,441.93,375,393.32,8094,2737
627,3,1,14DEC2017,31OCT2017,,1196.36,,72.94,,42.65,1151,367
647,3,2,02AUG2017,27SEP2016,7802,7869.41,342,345.19,268,270.07,5603,
